ID	TRAD	SIMP	IPA	JYUTPING	EXPL	NOTE
2378	失	失	ʃɐt3	sat2	失去	
2379	夷	夷	ji21	ji4		
2380	夸	夸	kʷʰa53	kwaa1		
2381	夼	夼	kʷʰaŋ55	kwaang3		
2382	夾	夹	kap3	gaap2	夾層	(文)
2383	夾	夹	kɛp2	gep6	夾裙，又作裌裙	(又)
2384	夾	夹	kɛp3	gep2	鐵夾，夾住	(白)
2385	奀	奀	ŋɐn53	ngan1	瘦小，古壯字𤹕	
2386	奄	奄	jim33	jim2	奄然	
2387	奄	奄	jim53	jim1	奄奄一息	
2388	奅	奅	pʰau55	paau3		
2389	奇	奇	ki21	gi4	奇怪	
2390	奇	奇	ki53	gi1	奇數	
2391	奈	奈	nai22	naai6		
2392	奉	奉	fœŋ22	foeng6		
2393	奎	奎	kʷɐi21	gwai4		
2394	奏	奏	tʃɐu55	zau3		
2395	奐	奂	wɐn22	wan6		
2396	契	契	kʰi55	ki3		(又)
2397	契	契	kʰɐi55	kai3		
2398	奓	奓	tʃʰe53	ce1		(又)
2399	奓	奓	tʃa53	zaa1	地名	
2400	奓	奓	tʃʰi33	ci2	同侈字	
2401	奓	奓	ʃe53	se1	同奢字	
2402	奓	奓	tʃa55	zaa3	張開	
2403	奔	奔	pɐn53	ban1		
2404	奕	奕	jek24	jik5		
2405	套	套	tʰau55	taau3		
2406	奘	奘	tʃaŋ22	zaang6		
2407	奚	奚	hɐi21	hai4		(文)
2408	奚	奚	kʰɐi53	kai1		(白)
2409	奠	奠	tin22	din6		
2410	奡	奡	ŋau22	ngaau6		
2411	奢	奢	tʃʰe53	ce1	奢侈的逆同化	(又)
2412	奢	奢	ʃe53	se1		
2413	奧	奥	∅au55	aau3		
2414	奩	奁	lim21	lim4		
2415	奪	夺	tut2	dut6		
2416	奬	奖	tʃiɐŋ33	ziang2		
2417	奭	奭	ʃek3	sik2		
2418	奮	奋	fɐn24	fan5		
2419	奰	奰	pi22	bi6		
2420	女	女	ny24	nyu5	女人	
2421	奴	奴	nu21	nu4		
2422	奶	奶	nai24	naai5		
2423	奸	奸	kan53	gaan1		
2424	她	她	tʰa53	taa1		
2425	奼	姹	tʃʰa55	caa3		
2426	好	好	hau55	haau3	喜好	
2427	好	好	hau33	haau2	好壞	
2428	妁	妁	tʃiɐk3	ziak2		
2429	如	如	jy21	jyu4		
2430	妃	妃	fi53	fi1		
2431	妄	妄	moŋ22	mung6		
2432	妊	妊	ȵɐm22	njam6		
2433	妍	妍	ȵin21	njin4		(又)
2434	妍	妍	ȵyn21	njyun4		
2435	妑	妑	pa53	baa1		(又)
2436	妑	妑	pʰa55	paa3	古壯字，個，量詞	(語)
2437	妑	妑	pʰa53	paa1		
2438	妒	妒	tu22	du6		
2439	妓	妓	ki22	gi6		
2440	妖	妖	jiu53	jiu1		
2441	妗	妗	kɐm24	gam5		
2442	妘	妘	wɐn21	wan4		
2443	妙	妙	miu22	miu6		
2444	妝	妆	tʃaŋ53	zaang1		
2445	妞	妞	nɐu33	nau2		
2446	妣	妣	pi33	bi2		
2447	妤	妤	jy21	jyu4		
2448	妥	妥	tʰo33	to2		
2449	妧	妧	wun22	wun6	美好貌	
2450	妧	妧	jyn21	jyun4	人名	
2451	妨	妨	foŋ21	fung4		
2452	妬	妒	tu22	du6		
2453	妭	妭	pat2	baat6		
2454	妮	妮	nɐi21	nai4		
2455	妯	妯	tʃœk2	zoek6		
2456	妲	妲	tʰan33	taan2		(又)
2457	妲	妲	tat3	daat2		
2458	妳	妳	ni24	ni5		
2459	妹	妹	mui55	mui3	妹仔	(白)
2460	妹	妹	mui22	mui6	姊妹	
2461	妺	妺	mut24	mut5		
2462	妻	妻	tʃʰɐi53	cai1		
2463	妾	妾	tʃʰip3	cip2		
2464	姆	姆	mu24	mu5		
2465	姈	姈	leŋ21	ling4		
2466	姊	姊	tʃi33	zi2		
2467	始	始	tʃʰi33	ci2		
2468	姍	姗	ʃan53	saan1		
2469	姐	姐	tʃe33	ze2		
2470	姑	姑	ku53	gu1		
2471	姒	姒	tʃʰi55	ci3		(又)
2472	姒	姒	tʃi55	zi3		
2473	姓	姓	ɬeŋ55	sling3		
2474	委	委	wɐi33	wai2		
2475	姖	姖	ky22	gyu6		
2476	姘	姘	pʰeŋ53	ping1		
2477	姚	姚	jiu21	jiu4		
2478	姜	姜	kiɐŋ53	giang1		
2479	姝	姝	ʃy53	syu1		(又)
2480	姝	姝	tʃy53	zyu1		
2481	姞	姞	kɐt3	gat2		
2482	姣	姣	hau21	haau4	淫蕩	
2483	姣	姣	kau33	gaau2	姣好	
2484	姤	姤	kɐu55	gau3		
2485	姥	姥	lau24	laau5	姥姥	
2486	姥	姥	mu24	mu5	老婦人	
2487	姦	奸	kan53	gaan1		
2488	姨	姨	ji21	ji4		
2489	姪	侄	tʃɐt2	zat6		
2490	姬	姬	ki53	gi1		
2491	姮	姮	hɐŋ21	hang4		
2492	姱	姱	kʷʰa53	kwaa1		
2493	姶	姶	∅ɐp3	ap2		
2494	姻	姻	∅ɐn53	an1		
2495	姼	姼	tʃʰi33	ci2		(又)
2496	姼	姼	ʃi21	si4		
2497	姽	姽	kʷɐi33	gwai2		
2498	姿	姿	tʃi53	zi1		
2499	娀	娀	ɬœŋ53	sloeng1		
2500	威	威	wɐi53	wai1		
2501	娃	娃	wa53	waa1		
2502	娉	娉	pʰeŋ53	ping1	娉婷	
2503	娉	娉	pʰeŋ55	ping3	同聘字，定婚	
2504	娌	娌	li24	li5		
2505	娑	娑	ɬa21	slaa4	詞綴，落雨～～	(語)
2506	娑	娑	ɬo53	slo1		
2507	娓	娓	mi24	mi5		
2508	娘	娘	niɐŋ55	niang3	同孃字	(白)
2509	娘	娘	niɐŋ53	niang1	同孃字	(語)
2510	娘	娘	niɐŋ21	niang4	新娘	
2511	娙	𫰛	heŋ21	hing4		
2512	娛	娱	jy21	jyu4		
2513	娜	娜	na21	naa4	人名	
2514	娜	娜	no21	no4	婀娜	
2515	娟	娟	kyn53	gyun1		
2516	娠	娠	ʃɐn21	san4		
2517	娣	娣	tɐi22	dai6		(又)
2518	娣	娣	tɐi24	dai5		
2519	娥	娥	ŋo21	ngo4		
2520	娩	娩	min24	min5		
2521	娭	娭	hi53	hi1	同嬉字	
2522	娭	娭	∅ai53	aai1	娭毑	
2523	娵	娵	tʃy53	zyu1		
2524	娶	娶	tʃʰu33	cu2		(白)
2525	娶	娶	tʃʰy33	cyu2		
2526	娼	娼	tʃʰiɐŋ53	ciang1		
2527	婀	婀	∅o53	o1		
2528	婁	娄	lɐu21	lau4		
2529	婄	婄	pʰɐu55	pau3	鬆軟，又作䋨字	
2530	婆	婆	pu21	bu4		
2531	婉	婉	jyn33	jyun2		(又)
2532	婉	婉	wun33	wun2		
2533	婊	婊	piu33	biu2		
2534	婌	婌	ʃœk2	soek6		
2535	婍	婍	kʰi33	ki2		(又)
2536	婍	婍	ji33	ji2		
2537	婕	婕	tʃyt2	zyut6		(又)
2538	婕	婕	tʃit2	zit6		
2539	婘	婘	kyn55	gyun3	同眷字	
2540	婘	婘	kyn21	gyun4	美好貌	
2541	婚	婚	wɐn53	wan1		
2542	婞	婞	hiɐŋ22	hiang6		
2543	婠	婠	wun53	wun1		
2544	婢	婢	pi22	bi6		(又)
2545	婢	婢	pi24	bi5		
2546	婤	婤	tʃɐu53	zau1		
2547	婥	婥	tʃʰiɐk3	ciak2		
2548	婦	妇	fu22	fu6		
2549	婧	婧	tʃeŋ22	zing6		
2550	婪	婪	lam21	laam4		
2551	婫	婫	kʷɐn53	gwan1		(文)
2552	婫	婫	kʷʰɐn53	kwan1		(白)
2553	婭	娅	∅a55	aa3		
2554	婷	婷	teŋ21	ding4		
2555	婺	婺	fu22	fu6		(老派)
2556	婺	婺	mu22	mu6		
2557	婻	婻	nam22	naam6		(又)
2558	婻	婻	nɐm22	nam6		
2559	婼	婼	tʃʰiɐk3	ciak2	不順從	
2560	婼	婼	jiɐk24	jiak5	婼羌	
2561	婿	婿	ɬɐi55	slai3		
2562	媁	媁	wɐi53	wai1		(又)
2563	媁	媁	wɐi21	wai4		
2564	媂	媂	tɐi55	dai3		
2565	媄	媄	mɐi24	mai5		
2566	媆	媆	ȵyn24	njyun5		
2567	媊	媊	tʃin21	zin4		(又)
2568	媊	媊	tʃin33	zin2		
2569	媒	媒	mui21	mui4		
2570	媓	媓	hoŋ21	hung4		
2571	媖	媖	∅eŋ53	ing1		
2572	媙	媙	wɐi53	wai1	美女貌	
2573	媚	媚	mi22	mi6		
2574	媛	媛	jyn21	jyun4	名媛	
2575	媛	媛	jyn22	jyun6	美女	
2576	媞	媞	tɐi21	dai4		
2577	媟	媟	ɬit3	slit2		
2578	媧	娲	wo53	wo1		
2579	媪	媪	wau33	waau2	母親	(語)
2580	媪	媪	∅au33	aau2		
2581	媯	妫	kʷɐi53	gwai1		
2582	媱	媱	jiu21	jiu4		
2583	媲	媲	pi33	bi2	訓讀比	(訓)
2584	媲	媲	pʰi55	pi3		
2585	媳	媳	ɬek3	slik2		
2586	媵	媵	jeŋ22	jing6		
2587	媸	媸	tʃʰi53	ci1		
2588	媼	媪	wau33	waau2	母親	(語)
2589	媼	媪	∅au33	aau2		
2590	媽	妈	ma55	maa3		
2591	媾	媾	kɐu55	gau3		(文)
2592	媾	媾	kʰɐu55	kau3		(白)
2593	媿	媿	kʷʰɐi55	kwai3	同愧字	
2594	嫁	嫁	ka55	gaa3		
2595	嫂	嫂	ɬau33	slaau2		
2596	嫄	嫄	jyn21	jyun4		
2597	嫉	嫉	tʃɐt2	zat6		
2598	嫋	袅	nɛu21	neu4	細長柔軟，又作仦字	(語)
2599	嫋	袅	niu24	niu5		
2600	嫌	嫌	him21	him4		(白)
2601	嫌	嫌	jim21	jim4		
2602	嫕	嫕	ji55	ji3		(又)
2603	嫕	嫕	∅ɐi55	ai3		
2604	嫖	嫖	piu21	biu4		
2605	嫗	妪	jy33	jyu2		
2606	嫘	嫘	lui21	lui4		
2607	嫚	嫚	man22	maan6		
2608	嫜	嫜	tʃiɐŋ53	ziang1		
2609	嫠	嫠	li21	li4		
2610	嫡	嫡	tek3	dik2		
2611	嫣	嫣	jin53	jin1		
2612	嫦	嫦	ʃiɐŋ21	siang4		
2613	嫩	嫩	nun22	nun6		
2614	嫪	嫪	lau55	laau3	淫蕩	(語)
2615	嫪	嫪	lau22	laau6		
2616	嫫	嫫	mu21	mu4		
2617	嫭	嫭	hu22	hu6		
2618	嫲	嫲	ma21	maa4	粵字，祖母，同源字嬤，本地用奶	
2619	嫵	妩	fu24	fu5		(老派)
2620	嫵	妩	mu24	mu5		
2621	嫺	娴	han21	haan4		
2622	嫻	娴	han21	haan4		
2623	嫽	嫽	lɛu53	leu1	挑逗	(白)
2624	嫽	嫽	liu21	liu4		
2625	嫿	婳	wiɐk2	wiak6		
2626	嬀	妫	kʷɐi53	gwai1		
2627	嬃	媭	ɬy53	slyu1		
2628	嬅	嬅	wa22	waa6		
2629	嬈	娆	jiu21	jiu4		
2630	嬉	嬉	hi53	hi1		
2631	嬋	婵	ʃim21	sim4		
2632	嬌	娇	kiu53	giu1		
2633	嬔	嬔	fan55	faan3		
2634	嬖	嬖	pʰi55	pi3		
2635	嬗	嬗	ʃyn22	syun6		(又)
2636	嬗	嬗	ʃin22	sin6		
2637	嬙	嫱	tʃiɐŋ21	ziang4		
2638	嬛	嬛	wan21	waan4	嫏嬛	
2639	嬛	嬛	keŋ21	ging4	同煢字	
2640	嬛	嬛	hyn53	hyun1	便嬛	
2641	嬝	嬝	niu24	niu5		
2642	嬡	嫒	∅ai55	aai3		
2643	嬤	嬷	mo53	mo1		(又)
2644	嬤	嬷	ma55	maa3		
2645	嬥	嬥	tiu21	diu4	身材修長而美好	
2646	嬥	嬥	tiu22	diu6	嬥嬈	
2647	嬪	嫔	pɐn21	ban4		(又)
2648	嬪	嫔	pɐn55	ban3		
2649	嬬	嬬	jy21	jyu4		
2650	嬭	嬭	nai24	naai5		
2651	嬰	婴	∅eŋ53	ing1		
2652	嬲	嬲	nɐu53	nau1	生氣，一說本字惱，一說本字獳	
2653	嬲	嬲	niu24	niu5	戲弄	
2654	嬴	嬴	heŋ21	hing4		
2655	嬸	婶	ʃɐm33	sam2		
2656	嬾	嬾	lan24	laan5		
2657	嬿	嬿	jin55	jin3		(又)
2658	嬿	嬿	jyn55	jyun3		
2659	孀	孀	ʃoŋ53	sung1		
2660	孃	娘	niɐŋ55	niang3	阿孃，母之妹	(白)
2661	孃	娘	niɐŋ53	niang1	老孃，母親的敘稱	(語)
2662	孃	娘	niɐŋ21	niang4	爹孃	
2663	孅	孅	tʃʰim53	cim1		
2664	孌	娈	lyn24	lyun5		
2665	子	子	tʃi33	zi2		
2666	孑	孑	kʰyt3	kyut2		(又)
2667	孑	孑	kʰit3	kit2		
2668	孓	孓	kʰyt3	kyut2		
2669	孔	孔	kʰœŋ33	koeng2		
2670	孕	孕	ȵɐn22	njan6		
2671	孖	孖	me53	me1	～指，六指	(白)
2672	孖	孖	ma53	maa1	孿生，連帶	(訓)
2673	字	字	tʃi22	zi6		
2674	存	存	tʃon21	zon4		
2675	孚	孚	fu53	fu1		
2676	孛	孛	put2	but6	同勃字	
2677	孛	孛	pui22	bui6	彗星	
2678	孜	孜	tʃi53	zi1		
2679	孝	孝	hau55	haau3		
2680	孟	孟	miɐŋ22	miang6		(老派)
2681	孟	孟	maŋ24	maang5		
2682	孢	孢	pau53	baau1		
2683	季	季	ki55	gi3		
2684	孤	孤	ku53	gu1		
2685	孥	孥	nu21	nu4		
2686	孩	孩	hai21	haai4		
2687	孫	孙	ɬun53	slun1		
2688	孬	孬	nau53	naau1		
2689	孭	孭	me55	me3	背，動詞	
2690	孰	孰	ʃœk2	soek6		
2691	孱	孱	ʃan21	saan4	孱弱	
2692	孱	孱	tʃʰan55	caan3	孱頭	
2693	孳	孳	tʃi53	zi1		
2694	孵	孵	fu53	fu1		
2695	學	学	hak2	haak6		
2696	孺	孺	jy21	jyu4		
2697	孻	𡥧	lai53	laai1	粵字，最後的	
2698	孽	孽	nit24	nit5		(又)
2699	孽	孽	nip24	nip5		
2700	孿	孪	lun21	lun4		
2701	宁	宁	neŋ21	ning4	同寧字	
2702	宁	宁	tʃy24	zyu5	門屏之間	
2703	宂	冗	jœŋ24	joeng5		
2704	它	它	tʰa53	taa1		
2705	宄	宄	kʷɐi33	gwai2		
2706	宅	宅	tʃiɐk2	ziak6		
2707	宇	宇	jy24	jyu5		
2708	守	守	ʃɐu33	sau2		
2709	安	安	∅an53	aan1		
2710	宋	宋	ɬœŋ55	sloeng3		
2711	完	完	jyn21	jyun4		
2712	宏	宏	hœŋ21	hoeng4		
2713	宓	宓	mɐt24	mat5	安靜	
2714	宓	宓	fœk2	foek6	姓	
2715	宕	宕	taŋ22	daang6		
2716	宗	宗	tʃœŋ53	zoeng1		
2717	官	官	kun53	gun1		
2718	宙	宙	tʃɐu22	zau6		
2719	定	定	teŋ22	ding6	穩定	
2720	宛	宛	jyn33	jyun2		(又)
2721	宛	宛	wun33	wun2		
2722	宜	宜	ni21	ni4		
2723	客	客	hiɐk3	hiak2		
2724	宣	宣	ɬyn53	slyun1		
2725	室	室	ʃɐt3	sat2		
2726	宥	宥	jɐu22	jau6		
2727	宦	宦	wan22	waan6		
2728	宧	宧	ji21	ji4		
2729	宬	宬	ʃeŋ21	sing4		
2730	宭	宭	kʷɐn21	gwan4		
2731	宮	宫	kœŋ53	goeng1		
2732	宰	宰	tʃai33	zaai2		
2733	害	害	hai22	haai6		
2734	宴	宴	jyn55	jyun3		(又)
2735	宴	宴	jin55	jin3		
2736	宵	宵	ɬiu53	sliu1		
2737	家	家	ka53	gaa1		
2738	宸	宸	ʃɐn21	san4		
2739	容	容	jœŋ21	joeng4		
2740	宿	宿	ɬɐu55	slau3	星宿	
2741	宿	宿	ɬœk3	sloek2	住宿	
2742	寀	采	tʃʰai33	caai2		
2743	寁	寁	tʃam33	zaam2		
2744	寂	寂	tʃek2	zik6		
2745	寄	寄	ki55	gi3		
2746	寅	寅	jɐn21	jan4		
2747	密	密	mɐt24	mat5		
2748	寇	寇	kʰɐu55	kau3		
2749	富	富	fu55	fu3		
2750	寐	寐	mi22	mi6		
2751	寑	寑	tʃʰɐm33	cam2		
2752	寒	寒	han21	haan4		
2753	寓	寓	jy22	jyu6		
2754	寘	寘	tʃi55	zi3		
2755	寞	寞	mœk24	moek5		
2756	察	察	tʃʰat3	caat2		
2757	寡	寡	kʷa33	gwaa2		
2758	寢	寝	tʃʰɐm33	cam2		
2759	寤	寤	ŋu22	ngu6		(老派)
2760	寤	寤	ŋ̍22	ng6		
2761	寥	寥	lɛu55	leu3	空～～，空蕩蕩	(白)
2762	寥	寥	liu21	liu4	寂寥	
2763	實	实	ʃɐt2	sat6		
2764	寧	宁	neŋ21	ning4		
2765	寨	寨	tʃai22	zaai6		
2766	審	审	ʃɐm33	sam2		
2767	寫	写	ɬe33	sle2		
2768	寬	宽	hun53	hun1	寬敞，與闊對轉	
2769	寮	寮	liu21	liu4		
2770	寰	寰	wan21	waan4		
2771	寵	宠	tʃʰœŋ33	coeng2		
2772	寶	宝	pau33	baau2		
2773	寸	寸	tʃʰun55	cun3		
2774	寺	寺	tʃi22	zi6		
2775	封	封	fœŋ53	foeng1		
2776	射	射	je22	je6	僕射	(文)
2777	射	射	ʃe22	se6	射箭	
2778	射	射	jek24	jik5	無射	
2779	射	射	ja22	jaa6	僕射	(白)
2780	將	将	tʃiɐŋ55	ziang3	大將	
2781	將	将	tʃiɐŋ53	ziang1	將來	
2782	專	专	tʃyn53	zyun1		
2783	尉	尉	wɐi55	wai3	太尉	
2784	尉	尉	wɐt3	wat2	尉遲，複姓	
2785	尊	尊	tʃun53	zun1		
2786	尋	寻	ɬɐm21	slam4	傻；動作遲緩	(語)
2787	尋	寻	tʃɐm21	zam4	尋找	
2788	對	对	tui55	dui3		
2789	導	导	tau22	daau6		
2790	小	小	ɬiu33	sliu2		
2791	尐	尐	tit5	dit3	少	(又)
2792	尐	尐	tʃek3	zik2	有花紋的雌蟬	
2793	尐	尐	tʃit3	zit2	少	
2794	少	少	ʃiu55	siu3	少年	
2795	少	少	ʃiu33	siu2	多少	
2796	尔	尔	ȵi24	nji5		(白)
2797	尔	尔	ȵi22	nji6	遠指代詞，那	(語)
2798	尔	尔	∅œ24	oe5		(文)
2799	尕	尕	ka53	gaa1		
2800	尖	尖	tʃim53	zim1		
2801	尚	尚	ʃɐŋ22	sang6		
2802	尜	尜	ka53	gaa1		(又)
2803	尜	尜	kat3	gaat2		
2804	尢	尢	jɐu21	jau4	姓；同尤字	
2805	尢	尢	∅oŋ53	ung1	同尪字	
2806	尤	尤	jɐu21	jau4		
2807	尥	尥	liu22	liu6		
2808	尨	尨	maŋ21	maang4	長毛狗	
2809	尨	尨	paŋ21	baang4	同龐字	
2810	尨	尨	mœŋ21	moeng4	尨茸	
2811	尪	尪	∅oŋ53	ung1		
2812	尬	尬	kai55	gaai3		
2813	就	就	tʃɐu22	zau6		
2814	尷	尴	kam53	gaam1		(又)
2815	尷	尴	kam55	gaam3		
2816	尸	尸	ʃi53	si1		
2817	尹	尹	jɐn24	jan5		(又)
2818	尹	尹	wɐn24	wan5		
2819	尺	尺	tʃʰek3	cik2		
2820	尻	尻	kʰau53	kaau1		
2821	尼	尼	ni21	ni4		(又)
2822	尼	尼	nɐi21	nai4		
2823	尾	尾	mi24	mi5	尾巴	
2824	尿	尿	niu22	niu6		
2825	局	局	kœk2	goek6		
2826	屁	屁	pʰi55	pi3		
2827	屄	屄	pi53	bi1		(文)
2828	屄	屄	pe53	be1	女陰	(白)
2829	居	居	ky53	gyu1		
2830	屆	届	kai55	gaai3		
2831	屈	屈	wɐt3	wat2	委屈；蜷縮，與困對轉	
2832	屋	屋	∅œk3	oek2		
2833	屌	屌	tiu33	diu2	性交，本字鳥	
2834	屌	屌	tɛu55	deu3	男陰，本字鳥	
2835	屍	尸	ʃi53	si1		
2836	屎	屎	ʃi33	si2		
2837	屏	屏	peŋ21	bing4	屏風	
2838	屏	屏	peŋ33	bing2	屏除，屏息	
2839	屐	屐	kek2	gik6		
2840	屑	屑	ɬit3	slit2		
2841	屓	屃	hi55	hi3		
2842	展	展	tʃyn33	zyun2		(又)
2843	展	展	tʃin33	zin2		
2844	屘	屘	mɛt5	met3	～～，末名；～～屎，倒數第一，童語	(語)
2845	屘	屘	mi55	mi3	末尾的，最小的，本字尾	
2846	屙	屙	∅a53	aa1		
2847	屜	屉	tʰɐi55	tai3		
2848	屠	屠	tu21	du4		
2849	屢	屡	ly24	lyu5		
2850	屣	屣	ɬi33	sli2		(又)
2851	屣	屣	ɬɐi33	slai2		
2852	層	层	tʃɐŋ21	zang4		
2853	履	履	ly24	lyu5		
2854	屨	屦	ky55	gyu3		
2855	屩	𪨗	kiɐk3	giak2		
2856	屬	属	ʃœk2	soek6		
2857	屭	屃	hi55	hi3		
2858	屯	屯	tɐn21	dan4	屯兵	
2859	屯	屯	tɐn22	dan6	屯里，地名	
2860	山	山	ʃan53	saan1		
2861	屹	屹	ŋɐt2	ngat6	屹立	
2862	屺	屺	hi33	hi2		
2863	屼	屼	ŋɐt2	ngat6		
2864	屾	屾	ɬɐn53	slan1		
2865	岈	岈	ha53	haa1	㟏岈	
2866	岈	岈	ȵa21	njaa4	嵖岈	
2867	岊	岊	tʃit3	zit2		
2868	岋	岋	ŋɐp5	ngap3	～頭，點頭	(又)
2869	岋	岋	ŋɐp2	ngap6	動貌；<語>～頭，點頭，與頜/頷/顉對轉，又作岌/𩕟/𩪤字	
2870	岌	岌	kʰɐp3	kap2		(又)
2871	岌	岌	ŋɐp2	ngap6	～頭，點頭，與頜/頷/顉對轉，又作岋/𩕟/𩪤字	(語)
2872	岌	岌	ŋɐp5	ngap3	～頭，點頭	(又)
2873	岌	岌	kɐp2	gap6	岌岌可危	
2874	岍	岍	hin53	hin1		(又)
2875	岍	岍	hyn53	hyun1		
2876	岐	岐	ki21	gi4		
2877	岑	岑	kɐm21	gam4		(又)
2878	岑	岑	tʃɐm21	zam4		
2879	岔	岔	tʃʰa55	caa3		
2880	岜	岜	pa53	baa1		
2881	岞	岞	tʃak2	zaak6		
2882	岠	岠	ky24	gyu5		(又)
2883	岠	岠	ky22	gyu6		
2884	岡	冈	kaŋ53	gaang1		
2885	岢	岢	kʰo33	ko2		
2886	岣	岣	kɐu33	gau2		
2887	岨	岨	tʃy53	zyu1	同砠字	
2888	岨	岨	tʃo33	zo2	同阻字	
2889	岨	岨	tʃy33	zyu2	同齟字	
2890	岩	岩	ŋam21	ngaam4		
2891	岫	岫	tʃɐu22	zau6		
2892	岬	岬	kap3	gaap2		
2893	岭	岭	leŋ24	ling5		
2894	岱	岱	tai22	daai6		
2895	岳	岳	ŋiɐk3	ngiak2		(又)
2896	岳	岳	ŋak2	ngaak6		
2897	岵	岵	hu22	hu6		
2898	岶	岶	pʰiɐk3	piak2		
2899	岷	岷	mɐn21	man4		
2900	岸	岸	ŋan22	ngaan6		
2901	峁	峁	mau24	maau5		
2902	峂	峂	tœŋ21	doeng4		
2903	峇	峇	pa53	baa1	峇厘島	
2904	峇	峇	hap2	haap6	岌峇	
2905	峋	峋	ɬɐn21	slan4		
2906	峏	峏	ji21	ji4		
2907	峒	峒	tœŋ22	doeng6	山洞	
2908	峒	峒	tœŋ21	doeng4	崆峒	
2909	峗	峗	ŋɐi21	ngai4	三峗	
2910	峗	峗	ŋɐi24	ngai5	山高貌	
2911	峘	峘	wun21	wun4		
2912	峙	峙	tʃi22	zi6		
2913	峛	峛	li24	li5		
2914	峠	峠	kʰa53	kaa1		
2915	峧	峧	kau53	gaau1		
2916	峨	峨	ŋo21	ngo4		
2917	峪	峪	jy22	jyu6		(又)
2918	峪	峪	ȵœk24	njoek5		
2919	峬	峬	pu53	bu1		
2920	峭	峭	tʃʰiu55	ciu3		
2921	峯	峰	fœŋ53	foeng1		
2922	峰	峰	fœŋ53	foeng1		
2923	峱	峱	nau21	naau4		
2924	峴	岘	jin22	jin6		(又)
2925	峴	岘	jyn22	jyun6		
2926	島	岛	tau33	daau2		
2927	峻	峻	ɬɛn55	slen3	璺[mɛn55]～，邊緣	(語)
2928	峻	峻	ɬɐn55	slan3	璺[mɐn55]～，邊緣	(語)
2929	峻	峻	tʃɐn55	zan3		
2930	峽	峡	hap2	haap6		
2931	峿	峿	ŋu21	ngu4		(老派)
2932	峿	峿	jy24	jyu5	岨峿	
2933	峿	峿	ŋ̍21	ng4	嶇峿	
2934	崀	崀	laŋ24	laang5		
2935	崁	崁	ham55	haam3		
2936	崆	崆	hœŋ53	hoeng1		
2937	崇	崇	tʃœŋ21	zoeng4		
2938	崋	崋	wa22	waa6		
2939	崌	崌	ky53	gyu1		
2940	崍	崃	lai21	laai4		
2941	崎	崎	kʰi53	ki1	崎嶇	
2942	崎	崎	ki21	gi4	長崎	
2943	崑	昆	kʷʰɐn53	kwan1		
2944	崒	崒	tʃɐt3	zat2		(又)
2945	崒	崒	tʃɐt2	zat6		
2946	崔	崔	tʃʰui53	cui1		
2947	崖	崖	ŋai21	ngaai4		
2948	崗	岗	kaŋ53	gaang1		
2949	崙	仑	lɐn21	lan4		
2950	崚	崚	leŋ21	ling4		
2951	崛	崛	kʷɐt2	gwat6		
2952	崞	崞	kʰok3	kuk2		
2953	崟	崟	jɐm21	jam4		
2954	崡	崡	ham21	haam4		
2955	崢	峥	tʃiɐŋ53	ziang1		
2956	崤	崤	ŋau21	ngaau4		
2957	崦	崦	jim53	jim1		
2958	崧	崧	ɬœŋ53	sloeng1		
2959	崩	崩	pɐŋ53	bang1		
2960	崬	岽	tœŋ53	doeng1		
2961	崮	崮	ku55	gu3		
2962	崳	崳	jy21	jyu4		
2963	崴	崴	wɐi53	wai1		
2964	崶	崶	fœŋ53	foeng1		
2965	崽	崽	tʃai33	zaai2		
2966	崾	崾	jiu24	jiu5		
2967	崿	崿	ŋak24	ngaak5		
2968	嵁	嵁	kʰam53	kaam1		
2969	嵅	嵅	ham21	haam4		
2970	嵇	嵇	hɐi21	hai4		(文)
2971	嵇	嵇	kʰɐi53	kai1		(白)
2972	嵊	嵊	ʃeŋ22	sing6		
2973	嵋	嵋	mi21	mi4		
2974	嵌	嵌	kʰam53	kaam1		
2975	嵎	嵎	jy21	jyu4		
2976	嵐	岚	lam21	laam4		
2977	嵒	嵒	ŋam21	ngaam4		
2978	嵖	嵖	tʃa21	zaa4		
2979	嵛	嵛	jy21	jyu4		
2980	嵩	嵩	ɬœŋ53	sloeng1		
2981	嵫	嵫	tʃi53	zi1		
2982	嵬	嵬	wɐi21	wai4		
2983	嵯	嵯	tʃʰo53	co1		
2984	嵲	嵲	nit24	nit5		(又)
2985	嵲	嵲	nip24	nip5		
2986	嵴	嵴	tʃek3	zik2		
2987	嵽	𫶇	tit2	dit6	嵽嵲	
2988	嵽	𫶇	tɐi22	dai6	岹嵽	
2989	嵾	㟥	tʃʰɐm53	cam1		
2990	嶁	嵝	lɐu24	lau5		
2991	嶂	嶂	tʃiɐŋ55	ziang3		
2992	嶄	崭	tʃam33	zaam2		
2993	嶅	嶅	ŋau21	ngaau4		
2994	嶇	岖	kʰy53	kyu1		
2995	嶍	嶍	tʃɐp2	zap6		
2996	嶒	嶒	tʃɐŋ21	zang4		
2997	嶓	嶓	po53	bo1		
2998	嶔	嵚	hɐm53	ham1		
2999	嶗	崂	lau21	laau4		
3000	嶙	嶙	lɐn21	lan4		
3001	嶝	嶝	tɐŋ55	dang3		
3002	嶟	嶟	tʃun53	zun1		
3003	嶠	峤	kiu22	giu6	山道	
3004	嶠	峤	kiu21	giu4	山尖而高	
3005	嶢	峣	jiu21	jiu4		
