ID	TRAD	SIMP	IPA	JYUTPING	EXPL	NOTE
7053	瘸	瘸	kʷe21	gwe4		
7054	瘺	瘘	lɐu22	lau6		
7055	瘻	瘘	lɐu22	lau6		
7056	瘼	瘼	mœk24	moek5		
7057	癀	癀	hoŋ21	hung4		
7058	療	疗	liu21	liu4		
7059	癃	癃	lœŋ21	loeng4		
7060	癆	痨	lau21	laau4		
7061	癇	痫	han21	haan4		
7062	癉	瘅	tan53	daan1	火癉	
7063	癉	瘅	tan55	daan3	勞病；憎恨	
7064	癌	癌	ŋam21	ngaam4		
7065	癍	癍	pan53	baan1		
7066	癐	𤶊	kui22	gui6	累，又作䠩/攰字	
7067	癐	𤶊	wɐi53	wai1	象聲詞	
7068	癒	愈	jy22	jyu6		
7069	癔	癔	ji55	ji3		
7070	癖	癖	pʰek3	pik2		
7071	癗	癗	lui24	lui5		
7072	癘	疠	lɐi22	lai6		
7073	癙	癙	ʃy33	syu2		
7074	癜	癜	tin22	din6		
7075	癟	瘪	pit2	bit6	癟三，癟陷	
7076	癠	癠	tʃɐi22	zai6		
7077	癡	痴	tʃʰi53	ci1		
7078	癢	痒	jiɐŋ24	jiang5		
7079	癤	疖	tʃit3	zit2		
7080	癥	症	tʃeŋ53	zing1		
7081	癦	癦	mɐk24	mak5		
7082	癧	疬	lek24	lik5	淋巴結	
7083	癩	癞	lai22	laai6	癩蛤蟆	
7084	癩	癞	lat24	laat5	癩痢，同瘌痢	
7085	癪	癪	tʃek3	zik2		
7086	癬	癣	ɬin33	slin2		(又)
7087	癬	癣	ɬyn33	slyun2		
7088	癭	瘿	∅eŋ33	ing2		
7089	癮	瘾	jɐn24	jan5		
7090	癯	癯	ky21	gyu4		
7091	癰	痈	∅œŋ53	oeng1		
7092	癱	瘫	tʰan53	taan1		(又)
7093	癱	瘫	tʰan33	taan2		
7094	癲	癫	tin53	din1		
7095	癸	癸	kʷɐi55	gwai3		
7096	登	登	tɐŋ53	dang1		
7097	發	发	fat3	faat2		
7098	白	白	piɐk2	biak6		
7099	百	百	piɐk3	biak2		
7100	癿	癿	ka53	gaa1		(又)
7101	癿	癿	ke21	ge4		
7102	皁	皂	tʃau22	zaau6		
7103	皂	皂	tʃau22	zaau6		
7104	的	的	tek3	dik2		
7105	皆	皆	kai53	gaai1		
7106	皇	皇	hoŋ21	hung4		
7107	皈	皈	kʷɐi53	gwai1		
7108	皋	皋	kau53	gaau1		
7109	皎	皎	kau33	gaau2		
7110	皓	皓	hau22	haau6		
7111	皕	皕	pek3	bik2		
7112	皖	皖	wan24	waan5		(又)
7113	皖	皖	wun24	wun5		
7114	皙	皙	ɬek3	slik2		
7115	皚	皑	ŋai21	ngaai4		
7116	皛	皛	kiu24	giu5		
7117	皞	皞	hau22	haau6		
7118	皤	皤	pu21	bu4		
7119	皦	皦	kiu33	giu2		
7120	皭	皭	tʃiɐk3	ziak2		(又)
7121	皭	皭	tʃiu55	ziu3		
7122	皮	皮	pi21	bi4		
7123	皰	疱	pʰau55	paau3		
7124	皴	皴	tʃʰɐn53	can1		
7125	皸	皲	kʷɐn53	gwan1		
7126	皺	皱	ȵɐu55	njau3		(白)
7127	皺	皱	tʃɐu55	zau3		
7128	皿	皿	mɐn24	man5		(又)
7129	皿	皿	meŋ24	ming5		
7130	盂	盂	jy21	jyu4		
7131	盃	杯	pui53	bui1		
7132	盅	盅	tʃœŋ53	zoeng1		
7133	盆	盆	pun21	bun4		
7134	盈	盈	ŋeŋ21	nging4		
7135	盉	盉	hu21	hu4		
7136	益	益	∅ek3	ik2		
7137	盍	盍	hap2	haap6		
7138	盎	盎	∅aŋ55	aang3		
7139	盒	盒	hap2	haap6		
7140	盔	盔	hui53	hui1		(又)
7141	盔	盔	kʰui53	kui1		
7142	盛	盛	ʃeŋ22	sing6	旺盛；姓	
7143	盛	盛	ʃeŋ21	sing4	盛滿	
7144	盜	盗	tau22	daau6		
7145	盞	盏	tʃan33	zaan2		
7146	盟	盟	mɐŋ21	mang4		
7147	盡	尽	tʃɐn22	zan6	耗盡	
7148	監	监	kam55	gaam3	太監	
7149	監	监	kam53	gaam1	監視	
7150	盤	盘	pun21	bun4		
7151	盥	盥	kun55	gun3		
7152	盦	盦	∅ɐp3	ap2		(又)
7153	盦	盦	∅am53	aam1		
7154	盧	卢	lu21	lu4		
7155	盩	盩	tʃɐu53	zau1		
7156	盪	荡	laŋ24	laang5	漱、涮洗，俗字𠺘/𠻴	(語)
7157	盪	荡	taŋ22	daang6		
7158	盬	盬	ku33	gu2		
7159	目	目	mœk24	moek5		
7160	盯	盯	teŋ53	ding1		
7161	盱	盱	hy53	hyu1		
7162	盲	盲	miɐŋ21	miang4		(老派)
7163	盲	盲	mœŋ21	moeng4		
7164	直	直	tʃek2	zik6		
7165	盷	盷	jyn21	jyun4		
7166	相	相	ɬiɐŋ55	sliang3	相貌	
7167	相	相	ɬiɐŋ53	sliang1	互相	
7168	盹	盹	tɐn22	dan6		
7169	盼	盼	pʰan55	paan3		
7170	盾	盾	tɐn22	dan6		
7171	省	省	ɬeŋ33	sling2	反省	
7172	省	省	ʃiɐŋ33	siang2	省份	
7173	眄	眄	min24	min5		
7174	眇	眇	miu24	miu5		
7175	眈	眈	tam53	daam1		
7176	眉	眉	mi21	mi4		
7177	眊	眊	mau22	maau6		
7178	看	看	han55	haan3	看見	
7179	看	看	han53	haan1	看守	
7180	眓	眓	hut3	hut2		
7181	眙	眙	tʃʰi55	ci3	直視	
7182	眙	眙	ji21	ji4	盱眙	
7183	眚	眚	ʃiɐŋ33	siang2		
7184	眞	真	tʃɐn53	zan1		
7185	真	真	tʃɐn53	zan1		
7186	眠	眠	min21	min4		
7187	眢	眢	jyn53	jyun1		
7188	眥	眦	tʃi22	zi6	眼眶	
7189	眥	眦	tʃʰi55	ci3	睚眥	
7190	眨	眨	jap3	jaap2		(白)
7191	眨	眨	tʃap3	zaap2		
7192	眩	眩	jyn22	jyun6		
7193	眭	眭	ɬui53	slui1	姓	
7194	眭	眭	kʷɐi21	gwai4	目深惡視	
7195	眯	眯	mɐi55	mai3	眯眼	
7196	眯	眯	mɐi24	mai5	塵物入眼	
7197	眯	眯	mi55	mi3	笑眯眯	
7198	眲	眲	ŋɐk5	ngak3	欺騙，俗字呃	
7199	眲	眲	ȵi22	nji6	輕視	
7200	眵	眵	tʃʰi53	ci1		
7201	眶	眶	kʷʰaŋ53	kwaang1		
7202	眷	眷	kyn55	gyun3		
7203	眸	眸	mɐu21	mau4		
7204	眺	眺	tʰiu55	tiu3		
7205	眼	眼	ȵan24	njaan5		
7206	眾	众	tʃœŋ55	zoeng3		
7207	着	着	tʃiɐk2	ziak6	着涼，睡着	
7208	着	着	tʃiɐk3	ziak2	穿着，着衫	
7209	睃	睃	tʃɐn55	zan3		(舊)
7210	睃	睃	ɬo53	slo1		
7211	睄	睄	ɬau21	slaau4	掃視	(語)
7212	睄	睄	ʃau21	saau4	掃視	(又)
7213	睄	睄	ʃau33	saau2		
7214	睇	睇	tɐi22	dai6		
7215	睊	睊	kyn55	gyun3		
7216	睍	𪾢	jin24	jin5		(又)
7217	睍	𪾢	jyn24	jyun5		
7218	睎	睎	hi53	hi1		
7219	睏	困	kʷʰɐn55	kwan3		(文)
7220	睏	困	wɐn55	wan3	累乏	(白)
7221	睒	睒	ʃim33	sim2		
7222	睖	睖	leŋ21	ling4		
7223	睚	睚	ŋai21	ngaai4		
7224	睛	睛	tʃeŋ53	zing1		
7225	睜	睁	tʃɐŋ53	zang1		
7226	睞	睐	lai22	laai6		
7227	睠	睠	kyn55	gyun3	同眷字	
7228	睡	睡	ʃui22	sui6		
7229	睢	睢	ɬui53	slui1		
7230	督	督	tœk3	doek2		
7231	睥	睥	pi24	bi5		(又)
7232	睥	睥	pɐi24	bai5		
7233	睦	睦	mœk24	moek5		
7234	睨	睨	ŋɐi22	ngai6		
7235	睩	睩	lœk24	loek5		
7236	睪	睾	jek24	jik5	伺視	
7237	睪	睾	kau53	gaau1	同睾字	
7238	睪	睾	tʃiɐk2	ziak6	同澤字	
7239	睫	睫	tʃyt2	zyut6		(又)
7240	睫	睫	tʃit2	zit6		
7241	睬	睬	tʃʰai33	caai2		
7242	睸	睸	mɐi55	mai3	閉目	
7243	睹	睹	tu33	du2		
7244	睺	睺	hɐu53	hau1	守候、留意，本字候	
7245	睺	睺	hɐu21	hau4	半盲	
7246	睽	睽	kʷɐi21	gwai4		
7247	睾	睾	kau53	gaau1		
7248	睿	睿	ȵui24	njui5		
7249	瞀	瞀	mɐu22	mau6		
7250	瞄	瞄	miu53	miu1	瞄一眼	(白)
7251	瞄	瞄	miu21	miu4	瞄準	
7252	瞅	瞅	tʃʰɐu33	cau2		
7253	瞇	瞇	mɐi55	mai3	瞇眼	
7254	瞇	瞇	mɐi24	mai5	塵物入眼	
7255	瞇	瞇	mi55	mi3	笑瞇瞇	
7256	瞋	瞋	tʃʰɐn53	can1		
7257	瞌	瞌	hɐp5	hap3	小睡；合眼	
7258	瞍	瞍	ɬɐu33	slau2		
7259	瞎	瞎	jat3	jaat2		
7260	瞏	瞏	keŋ21	ging4		
7261	瞑	瞑	meŋ21	ming4		
7262	瞓	瞓	wɐn55	wan3	累，本字睏	
7263	瞖	瞖	ji53	ji1		(又)
7264	瞖	瞖	∅ɐi55	ai3		
7265	瞘	眍	kʰɐu53	kau1		
7266	瞜	䁖	lɐu21	lau4		(又)
7267	瞜	䁖	lɐu53	lau1		
7268	瞞	瞒	mon21	mon4		(又)
7269	瞞	瞒	mun21	mun4		
7270	瞟	瞟	pʰiu33	piu2		
7271	瞠	瞠	tʃʰiɐŋ53	ciang1		
7272	瞢	瞢	mœŋ21	moeng4		
7273	瞥	瞥	pʰit3	pit2		
7274	瞧	瞧	tʃiu21	ziu4		
7275	瞨	瞨	pʰok3	puk2		
7276	瞪	瞪	tɐŋ22	dang6		
7277	瞫	瞫	ʃɐm55	sam3	偷看；細看	(語)
7278	瞫	瞫	ʃɐm33	sam2		
7279	瞬	瞬	ʃɐn55	san3		
7280	瞭	瞭	liu24	liu5	瞭解	
7281	瞭	瞭	liu21	liu4	瞭望	
7282	瞰	瞰	kʰam55	kaam3		
7283	瞳	瞳	tœŋ21	doeng4		
7284	瞵	瞵	lɐn21	lan4		
7285	瞻	瞻	tʃim53	zim1		
7286	瞼	睑	kim33	gim2		
7287	瞽	瞽	ku33	gu2		
7288	瞿	瞿	ky21	gyu4		
7289	矇	蒙	mœŋ21	moeng4	目不明	
7290	矋	矋	lɐi33	lai2	瞟，同䚕字	
7291	矋	矋	lɐi55	lai3	找，同䚕字	
7292	矍	矍	kʷʰɐk3	kwak2		(又)
7293	矍	矍	kʰok3	kuk2		
7294	矐	矐	kʰak3	kaak2		(白)
7295	矐	矐	kʰok3	kuk2		
7296	矓	眬	lœŋ21	loeng4		
7297	矗	矗	tʃʰœk3	coek2		
7298	矚	瞩	tʃœk3	zoek2		
7299	矛	矛	mau21	maau4		
7300	矜	矜	keŋ53	ging1		
7301	矞	矞	wɐt24	wat5		
7302	矢	矢	ʃi33	si2		(又)
7303	矢	矢	tʃʰi33	ci2		
7304	矣	矣	ji24	ji5		
7305	知	知	tʃi53	zi1		
7306	矧	矧	tʃʰɐn33	can2		
7307	矩	矩	ky33	gyu2		
7308	矬	矬	tʃu21	zu4		(又)
7309	矬	矬	tʃo21	zo4		
7310	短	短	tun33	dun2		
7311	矮	矮	∅ɐi33	ai2		
7312	矯	矫	kiu33	giu2		
7313	矰	矰	tʃɐŋ53	zang1		
7314	矱	矱	hok2	huk6		
7315	石	石	ʃek2	sik6		
7316	矴	矴	teŋ55	ding3		
7317	矸	矸	kan53	gaan1	矸石，丹矸	
7318	矸	矸	han22	haan6	磓	
7319	矸	矸	kan55	gaan3	山石貌	
7320	矺	矺	tʃiɐk3	ziak2	敲；同磔字；壓，本字笮	
7321	矻	矻	wɐt3	wat2		(又)
7322	矻	矻	ŋɐt2	ngat6		
7323	矼	矼	kaŋ53	gaang1		
7324	矽	矽	tʃek2	zik6		
7325	砂	砂	ʃa53	saa1		
7326	砄	砄	kʰyt3	kyut2		
7327	砆	砆	fu53	fu1		
7328	砉	砉	wiɐk2	wiak6		
7329	砌	砌	tʃʰɐi55	cai3		
7330	砍	砍	kʰam33	kaam2		
7331	砑	砑	ȵa22	njaa6		
7332	砒	砒	pʰi53	pi1		
7333	研	研	ȵin21	njin4		(又)
7334	研	研	ŋan21	ngaan4	碾、砑，與扤對轉	(語)
7335	研	研	ŋɛn21	ngen4	碾、砑，與扤對轉	(又)
7336	研	研	nin53	nin1	研究	(又)
7337	研	研	ȵyn21	njyun4	研究，鑽研	
7338	砘	砘	tɐn22	dan6		
7339	砝	砝	fat3	faat2		
7340	砟	砟	tʃa33	zaa2	砟子	
7341	砟	砟	tʃa55	zaa3	碑石	
7342	砟	砟	tʃak2	zaak6	砟硌	
7343	砠	砠	tʃy53	zyu1		
7344	砣	砣	to21	do4		
7345	砥	砥	tɐi33	dai2		
7346	砦	砦	tʃai22	zaai6		
7347	砧	砧	tʃɐm53	zam1	又作椹字	
7348	砩	砩	fi55	fi3	以石攔水	
7349	砩	砩	fɐt2	fat6	砩石	
7350	砫	砫	tʃy24	zyu5		
7351	砬	砬	lɐp24	lap5		
7352	砭	砭	pin53	bin1		
7353	砮	砮	nu24	nu5	石箭鏃	
7354	砮	砮	nu21	nu4	磨刀石	
7355	砯	砯	pʰeŋ53	ping1		
7356	砰	砰	pʰɐŋ53	pang1		(又)
7357	砰	砰	pʰeŋ53	ping1		
7358	砲	砲	pʰau55	paau3		
7359	砳	砳	kʰak3	kaak2		(又)
7360	砳	砳	liɐk24	liak5		
7361	破	破	pʰu55	pu3		
7362	砵	砵	put3	but2		
7363	砷	砷	ʃɐn53	san1		
7364	砸	砸	tʃap3	zaap2	讀同匝	
7365	砹	砹	ŋai22	ngaai6		
7366	砼	砼	tœŋ21	doeng4		
7367	硃	朱	tʃy53	zyu1	硃砂	
7368	硅	硅	kʷɐi53	gwai1		
7369	硇	硇	nau21	naau4		
7370	硉	硉	lɐt24	lat5		
7371	硊	硊	kʷʰɐi55	kwai3	石硊	
7372	硊	硊	ŋɐi24	ngai5	磈硊	
7373	硌	硌	kɐk2	gak6	卡、阻擋，與梗對轉	(語)
7374	硌	硌	lak24	laak5	山上大石	
7375	硌	硌	kak3	gaak2	硌腳	
7376	硍	硍	han22	haan6		
7377	硎	硎	heŋ21	hing4		
7378	硏	硏	ȵin21	njin4		(又)
7379	硏	硏	ŋan21	ngaan4		(語)
7380	硏	硏	ŋɛn21	ngen4		(又)
7381	硏	硏	nin53	nin1		(又)
7382	硏	硏	ȵyn21	njyun4	同研字	
7383	硐	硐	tœŋ22	doeng6		
7384	硒	硒	ɬɐi53	slai1		
7385	硔	硔	hœŋ21	hoeng4		
7386	硜	硁	kʰɐŋ53	kang1		(又)
7387	硜	硁	hɐŋ53	hang1		
7388	硝	硝	ɬiu53	sliu1		
7389	硞	硞	kʰœk3	koek2	碌硞	
7390	硞	硞	kʰak3	kaak2	石聲；堅固	
7391	硠	硠	laŋ21	laang4		
7392	硤	硖	hap2	haap6		
7393	硨	砗	tʃʰe53	ce1		
7394	硪	硪	ŋo21	ngo4		
7395	硫	硫	lɐu21	lau4		
7396	硬	硬	ŋiɐŋ22	ngiang6		
7397	硭	硭	maŋ21	maang4		
7398	确	确	kʰak3	kaak2		
7399	硯	砚	jin22	jin6		(又)
7400	硯	砚	jyn22	jyun6		
7401	硲	硲	ȵœk24	njoek5		
7402	硼	硼	pɐŋ21	bang4		
7403	硿	硿	hœŋ53	hoeng1		
7404	碁	碁	ki21	gi4		
7405	碃	碃	tʃʰeŋ55	cing3		
7406	碇	碇	teŋ55	ding3		
7407	碈	碈	mɐn21	man4		
7408	碉	碉	tiu53	diu1		
7409	碌	碌	lok5	luk3	量詞；花哩花碌	(語)
7410	碌	碌	lœk24	loek5		
7411	碎	碎	ɬui55	slui3		
7412	碏	碏	tʃʰiɐk3	ciak2		
7413	碑	碑	pɐi53	bai1		
7414	碓	碓	tui55	dui3		
7415	碔	碔	fu24	fu5		(老派)
7416	碔	碔	mu24	mu5		
7417	碕	碕	ki21	gi4		
7418	碗	碗	wun33	wun2		
7419	碘	碘	tin33	din2		(書)
7420	碘	碘	tim33	dim2		(習)
7421	碚	碚	pui24	bui5		
7422	碟	碟	tip2	dip6		
7423	碡	碡	tœk2	doek6		
7424	碣	碣	kʰyt3	kyut2		(又)
7425	碣	碣	kʰit3	kit2		
7426	碥	碥	pin33	bin2		
7427	碧	碧	pek3	bik2		
7428	碨	碨	wɐi33	wai2	碨磊	
7429	碨	碨	wɐi55	wai3	石磨	
7430	碩	硕	ʃek2	sik6		
7431	碫	碫	tun55	dun3		
7432	碭	砀	taŋ22	daang6		
7433	碰	碰	pʰœŋ55	poeng3		
7434	碱	碱	kan33	gaan2		(文)
7435	碱	碱	kɛn33	gen2		(白)
7436	碲	碲	tɐi55	dai3		
7437	碳	碳	tʰan55	taan3		
7438	碴	碴	tʃa53	zaa1		
7439	碶	碶	kʰi55	ki3		(又)
7440	碶	碶	kʰɐi55	kai3		
7441	碸	砜	fœŋ53	foeng1		
7442	碹	碹	ɬyn21	slyun4		
7443	確	确	kʰɐk5	kak3	犖[lɐk5]～，路不平，說話結巴，俗作㪐㩿	(語)
7444	確	确	kʰak3	kaak2		
7445	碻	碻	kʰak3	kaak2		
7446	碼	码	ma24	maa5		
7447	碽	䂵	kœŋ53	goeng1		
7448	碾	碾	nin24	nin5		(文)
7449	碾	碾	tʃin33	zin2		(書)
7450	碾	碾	nɛn33	nen2		(白)
7451	磁	磁	tʃi21	zi4		
7452	磃	磃	tɐi21	dai4	磄磃	
7453	磃	磃	ɬi53	sli1	磃氏	
7454	磅	磅	pœŋ22	boeng6	過磅	(又)
7455	磅	磅	paŋ22	baang6	過磅	
7456	磅	磅	paŋ21	baang4	磅礡	
7457	磉	磉	ɬaŋ33	slaang2		
7458	磊	磊	lui24	lui5		
7459	磋	磋	tʃʰo53	co1		
7460	磎	磎	kʰɐi53	kai1		
7461	磏	磏	lim21	lim4	礪石	
7462	磏	磏	him53	him1	地名，大磏	
7463	磐	磐	pun21	bun4		
7464	磑	硙	ŋɐi53	ngai1	哀求，俗字𠼮/𠱓	(語)
7465	磑	硙	ŋai21	ngaai4	磑磑	
7466	磑	硙	wɐi55	wai3	磨子	
7467	磔	磔	tʃiɐk3	ziak2		
7468	磕	磕	hap3	haap2	磕碰，磕頭，與扻對轉	
7469	磙	磙	kʷɐn33	gwan2		
7470	磚	砖	tʃyn53	zyun1		
7471	磜	磜	tʃʰɐi55	cai3		(又)
7472	磜	磜	tʃɐi55	zai3		
7473	磡	磡	ham55	haam3	邊緣，又作墈字	
7474	磡	磡	ham33	haam2	河岸，又作墈字	
7475	磣	碜	tʃʰɐm33	cam2		
7476	磧	碛	tʃiɐk3	ziak2	壓，本字笮	(語)
7477	磧	碛	tʃek3	zik2	沙磧	
7478	磨	磨	mu21	mu4	磨刀	(動)
7479	磨	磨	mu22	mu6	石磨	(名)
7480	磬	磬	heŋ55	hing3		
7481	磯	矶	ki53	gi1		
7482	磲	磲	ky21	gyu4		
7483	磴	磴	tɐŋ55	dang3		
7484	磷	磷	lɐn21	lan4		
7485	磹	磹	tim22	dim6	石楔；同簟字	
7486	磹	磹	tʰam33	taam2	磹口，地名	
7487	磺	磺	hoŋ21	hung4		
7488	磻	磻	po53	bo1	繳矢所用石塊	
7489	磻	磻	pun21	bun4	磻溪	
7490	磽	硗	hau53	haau1		
7491	磾	䃅	tɐi53	dai1		
7492	礁	礁	tʃiu53	ziu1		
7493	礄	硚	kiu21	giu4		
7494	礅	礅	tɐn53	dan1		
7495	礆	硷	kan33	gaan2		(文)
7496	礆	硷	kɛn33	gen2		(白)
7497	礊	礊	fak3	faak2	抽打；攪動	(又)
7498	礊	礊	fɐk3	fak2	甩	(又)
7499	礊	礊	fak5	faak3	抽打	
7500	礊	礊	fɐk5	fak3	甩，與揈對轉	
7501	礌	礌	lui22	lui6		
7502	礎	础	tʃʰu33	cu2		
7503	礐	𬒈	kʰak3	kaak2		
7504	礓	礓	kiɐŋ53	giang1		
7505	礘	礘	ŋɐp2	ngap6		
7506	礙	碍	ŋai22	ngaai6		
7507	礞	礞	mœŋ21	moeng4		
7508	礡	礡	pok2	buk6		
7509	礦	矿	kʷʰaŋ55	kwaang3		
7510	礧	礧	lui22	lui6	同礌字	
7511	礧	礧	lui24	lui5	大石貌	
7512	礩	礩	tʃi55	zi3	柱下石	(又)
7513	礩	礩	tʃɐt3	zat2	柱下石	
7514	礩	礩	tʃɐt2	zat6	同窒字	
7515	礪	砺	lɐi22	lai6		
7516	礫	砾	lek24	lik5		
7517	礬	矾	fan21	faan4		
7518	礱	砻	lœŋ21	loeng4		
7519	礴	礴	pok2	buk6		
7520	礵	礵	ʃoŋ53	sung1		
7521	礹	礹	ŋam21	ngaam4	同巖字	
7522	礹	礹	ȵim24	njim5	險峻	
7523	示	示	ʃi22	si6		
7524	社	社	ʃe24	se5		
7525	祀	祀	tʃi22	zi6		
7526	祁	祁	ki21	gi4		
7527	祂	祂	tʰa53	taa1		
7528	祆	祆	hyn53	hyun1		(又)
7529	祆	祆	hin53	hin1		
7530	祇	祇	ki21	gi4	神祇	
7531	祇	祇	tʃi33	zi2	同只字	
7532	祈	祈	ki21	gi4		
7533	祉	祉	tʃi33	zi2		
7534	祊	祊	pɐŋ53	bang1		
7535	祋	祋	tui55	dui3		
7536	祏	祏	ʃek2	sik6		
7537	祐	祐	jɐu22	jau6		
7538	祓	祓	fɐt3	fat2		
7539	祔	祔	fu22	fu6		
7540	祕	秘	pi55	bi3		
7541	祖	祖	tʃu33	zu2		
7542	祗	祗	tʃi53	zi1		
7543	祚	祚	tʃu22	zu6		
7544	祛	祛	kʰy53	kyu1		
7545	祜	祜	hu33	hu2		
7546	祝	祝	tʃœk3	zoek2		
7547	神	神	ʃɐn21	san4		
7548	祟	祟	ʃui22	sui6		
7549	祠	祠	tʃi21	zi4		
7550	祥	祥	tʃiɐŋ21	ziang4		
7551	祧	祧	tʰiu53	tiu1		
7552	票	票	pʰiu55	piu3		
7553	祭	祭	tʃɐi55	zai3		
7554	祲	祲	tʃʰɐm53	cam1		(又)
7555	祲	祲	tʃɐm53	zam1		
7556	祺	祺	ki21	gi4		
7557	祼	祼	kun55	gun3		
7558	祾	祾	leŋ21	ling4		
7559	祿	禄	lœk24	loek5		
7560	禁	禁	kɐm55	gam3	禁止	
7561	禁	禁	kʰɐm53	kam1	耐久，耐受	
7562	禊	禊	hi55	hi3		(又)
7563	禊	禊	hɐi22	hai6		
7564	禋	禋	∅ɐn53	an1		
7565	禍	祸	wu22	wu6		
7566	禎	祯	tʃeŋ53	zing1		
7567	福	福	fœk3	foek2		
7568	禒	禒	ɬin33	slin2		(又)
7569	禒	禒	ɬyn33	slyun2		
7570	禔	禔	tɐi21	dai4		
7571	禕	祎	ji53	ji1		
7572	禗	禗	ɬi53	sli1		
7573	禘	禘	tɐi55	dai3		
7574	禚	禚	tʃiɐk3	ziak2		
7575	禛	禛	tʃɐn53	zan1		
7576	禠	禠	ɬi53	sli1		
7577	禡	祃	ma22	maa6		
7578	禤	禤	hyn53	hyun1		
7579	禦	御	jy22	jyu6		
7580	禧	禧	hi53	hi1		
7581	禪	禅	ʃim21	sim4	禪宗，禪師	
7582	禪	禅	ʃin22	sin6	禪讓	
7583	禮	礼	lɐi24	lai5		
7584	禰	祢	ni21	ni4	姓	
7585	禰	祢	ni24	ni5	考廟	
7586	禱	祷	tau33	daau2		
7587	禳	禳	ŋiɐŋ21	ngiang4		
7588	禹	禹	jy24	jyu5		
7589	禺	禺	jy21	jyu4		
7590	离	离	li21	li4	同離字	
7591	禽	禽	kɐm21	gam4		
7592	禾	禾	hu21	hu4		
7593	禿	秃	tʰok3	tuk2		
7594	秀	秀	ɬɐu55	slau3		
7595	私	私	ɬi53	sli1		
7596	秈	籼	ɬin53	slin1		
7597	秉	秉	peŋ33	bing2		
7598	秋	秋	tʃʰɐu53	cau1		
7599	种	种	tʃœŋ21	zoeng4	姓	
7600	种	种	tʃœŋ55	zoeng3	同種字	
7601	种	种	tʃœŋ33	zoeng2	同種字	
7602	秏	秏	hau55	haau3		
7603	科	科	hu53	hu1		
7604	秒	秒	miu24	miu5		
7605	秕	秕	pi33	bi2		
7606	秘	秘	pi55	bi3		
7607	秝	秝	lek24	lik5		
7608	租	租	tʃu53	zu1		
7609	秣	秣	mut24	mut5		
7610	秤	秤	tʃʰeŋ55	cing3		
7611	秦	秦	tʃɐn21	zan4		
7612	秧	秧	jiɐŋ53	jiang1		
7613	秩	秩	tit2	dit6		
7614	秪	秪	tʃi53	zi1		
7615	秫	秫	ɬɐt2	slat6		
7616	秬	秬	ky22	gyu6		
7617	秭	秭	tʃi33	zi2		
7618	秸	秸	kai53	gaai1		
7619	移	移	ji21	ji4		
7620	稀	稀	hi53	hi1		
7621	稂	稂	laŋ21	laang4		
7622	稃	稃	fu53	fu1		
7623	稅	税	ʃui55	sui3		
7624	稆	稆	ly24	lyu5		
7625	稈	秆	kan33	gaan2		
7626	程	程	tʃeŋ21	zing4		
7627	稌	稌	tu21	du4		
7628	稍	稍	ʃau53	saau1		
7629	税	税	ʃui55	sui3		
7630	稑	稑	lœk24	loek5		
7631	稔	稔	nɛm53	nem1		(白)
7632	稔	稔	nim53	nim1	同棯字	
7633	稔	稔	nɐm24	nam5	熟稔	
7634	稗	稗	pai22	baai6		
7635	稙	稙	tʃek2	zik6		
7636	稚	稚	tʃi22	zi6		
7637	稜	棱	lɐŋ55	lang3	鞭痕	(語)
7638	稜	棱	leŋ21	ling4		
7639	稞	稞	kʰo53	ko1		
7640	稟	禀	pɐn33	ban2	稟告	
7641	稟	禀	lɐm24	lam5	同廩字	
7642	稠	稠	tʃɐu21	zau4		
7643	稭	秸	kai53	gaai1		
7644	種	种	tʃœŋ55	zoeng3	種植	
7645	種	种	tʃœŋ33	zoeng2	種類	
7646	稱	称	tʃʰeŋ55	cing3	稱心	
7647	稱	称	tʃʰeŋ53	cing1	稱呼	
7648	稷	稷	tʃek3	zik2		
7649	稹	稹	tʃɐn33	zan2		
7650	稻	稻	tau22	daau6		
7651	稼	稼	ka55	gaa3		
7652	稽	稽	kʰɐi53	kai1		
7653	稿	稿	kau33	gaau2		
7654	穀	谷	kœk3	goek2		
7655	穄	穄	tʃɐi55	zai3		
7656	穆	穆	mœk24	moek5		
7657	穇	䅟	ʃam53	saam1	稴穇	
7658	穇	䅟	tʃʰam33	caam2	穇子	
7659	穌	稣	ɬu53	slu1		
7660	積	积	tʃek3	zik2		
7661	穎	颖	jɐn24	jan5		(又)
7662	穎	颖	weŋ24	wing5		
7663	穗	穗	ʃui22	sui6		
7664	穙	穙	pœk2	boek6		
7665	穜	穜	tœŋ21	doeng4	先種後熟的農作物	
7666	穟	穟	ʃui22	sui6		
7667	穠	秾	nœŋ21	noeng4		
7668	穡	穑	ʃek3	sik2		
7669	穢	秽	wɐi55	wai3		
7670	穨	穨	tui21	dui4		
7671	穩	稳	wɐn33	wan2		
7672	穫	获	wiɐk2	wiak6		
7673	穭	稆	ly24	lyu5		
7674	穮	穮	pau21	baau4	～穀，秕穀，又作𦔩字	(語)
7675	穮	穮	pʰau53	paau1	禾虛貌	
7676	穮	穮	piu53	biu1	除草	
7677	穰	穰	naŋ21	naang4		
7678	穴	穴	jyt2	jyut6		
7679	穵	穵	wat3	waat2		(文)
7680	穵	穵	wɛt3	wet2	同挖字	(白)
7681	究	究	kɐu55	gau3		
7682	穸	穸	tʃek2	zik6		
7683	穹	穹	kœŋ21	goeng4		
